date,minimum,maximum,range,mean,std
2021-09-27,15.0572977066,16.3292675018,1.27196979523,15.7681316455,0.328102563315
2021-09-28,10.346777916,11.5761756897,1.22939777374,10.8685567816,0.214071572822
2021-09-29,8.19986343384,9.67161655426,1.47175312042,9.02668360074,0.325203046041
2021-09-30,9.75015640259,10.8112373352,1.06108093262,10.1503941019,0.214113632309
2021-10-01,11.736120224,12.1165800095,0.380459785461,11.877816848,0.0741447577134
2021-10-02,16.3286819458,17.3529949188,1.02431297302,16.9120480061,0.266318194247
2021-10-03,9.5596446991,10.4391088486,0.879464149475,10.0395417611,0.150688109046
2021-10-04,9.33445262909,10.8679256439,1.53347301483,10.3909714977,0.286325517838
2021-10-05,12.3745031357,13.3446264267,0.970123291016,12.938432773,0.163224392881
2021-10-06,9.97908687592,12.5147428513,2.53565597534,11.4916474859,0.511533761181
2021-10-07,9.92424678802,12.5596990585,2.63545227051,10.9907238086,0.584387492634
2021-10-08,10.8236560822,11.9596424103,1.13598632813,11.2713314772,0.230690187565
2021-10-09,11.7517900467,12.5722942352,0.820504188538,12.0653683583,0.188199996705
2021-10-10,9.62427806854,12.1739597321,2.54968166351,10.8111067096,0.618813435692
2021-10-11,10.9772195816,14.154294014,3.17707443237,12.0894705613,0.746059526253
2021-10-12,7.98030138016,11.6304674149,3.6501660347,9.37421310743,0.755841037709
2021-10-13,6.57570981979,10.3099269867,3.7342171669,7.98160039186,0.771162298207
2021-10-14,6.18683195114,9.79519081116,3.60835886002,7.50423428416,0.729592732191
2021-10-15,6.65737342834,8.00676631927,1.34939289093,7.10388512611,0.256931689499
2021-10-16,11.068983078,12.0079240799,0.938941001892,11.5912753781,0.14887771028
2021-10-17,14.6658439636,15.4755125046,0.809668540955,15.2567655484,0.141942061689
2021-10-18,14.0414152145,14.7176704407,0.676255226135,14.2692327817,0.139451244812
2021-10-19,11.3788566589,12.5382900238,1.15943336487,11.7476870735,0.237343677691
2021-10-20,13.4875164032,14.7198905945,1.23237419128,14.1805265665,0.184566068223
2021-10-21,8.62071037292,10.1064929962,1.48578262329,9.42071690162,0.279043878261
2021-10-22,6.24327039719,7.87851476669,1.63524436951,7.0489395539,0.381687423039
2021-10-23,5.75433635712,7.64694309235,1.89260673523,6.52522338629,0.40849497669
2021-10-25,8.18854522705,9.81373405457,1.62518882751,8.97340586583,0.242592006014
2021-10-26,5.19903421402,7.27665758133,2.07762336731,6.07779909174,0.449711960522
2021-10-27,6.50521230698,10.0350151062,3.52980279922,8.39044189453,0.738567944651
2021-10-28,4.96579408646,7.24220514297,2.27641105652,5.67364544074,0.46658108297
2021-10-29,11.7758178711,13.3282251358,1.55240726471,12.7405905088,0.377367428674
2021-10-30,13.4503936768,14.5487670898,1.09837341309,14.2125455856,0.186208086982
2021-10-31,13.6633081436,14.6462783813,0.982970237732,14.3573721449,0.184452299856
2021-11-01,8.62478733063,9.51739025116,0.892602920532,9.04111542702,0.135472288546
2021-11-02,7.35550355911,8.68369579315,1.32819223404,7.87130096952,0.246938414657
2021-11-03,3.92183709145,5.06223058701,1.14039349556,4.65958853265,0.253073980941
2021-11-04,2.28738856316,3.09792566299,0.810537099838,2.67389858663,0.129659137334
2021-11-05,1.75856792927,2.75072646141,0.992158532143,2.19180712452,0.175363103348
2021-11-06,1.82826733589,3.2083761692,1.38010883331,2.20340730598,0.259568614051
2021-11-07,0.225716114044,2.55122852325,2.32551240921,1.20711106894,0.479009496383
2021-11-08,4.58186674118,6.76811027527,2.18624353409,5.40849899252,0.476444842613
2021-11-09,4.77833747864,7.38923168182,2.61089420319,5.99826692343,0.586251091094
2021-11-10,5.98394536972,8.36051368713,2.37656831741,7.40287074049,0.536735029491
2021-11-11,4.32401657104,5.44073867798,1.11672210693,4.83225485881,0.175947660733
2021-11-12,4.75370979309,6.06737518311,1.31366539001,5.35651324789,0.238050729647
2021-11-13,3.39430451393,4.97383213043,1.5795276165,4.11830874483,0.311316772054
2021-11-14,1.6911418438,4.85421895981,3.16307711601,3.27441515972,0.778156973284
2021-11-15,0.810986816883,3.26127266884,2.45028585196,2.05260946328,0.541828687886
2021-11-16,4.30680704117,6.72875738144,2.42195034027,5.66671991348,0.582211195412
2021-11-17,5.54976606369,7.15009784698,1.60033178329,6.45193497141,0.327617670014
2021-11-18,4.09267044067,6.34280347824,2.25013303757,4.95953739285,0.556783567881
2021-11-19,4.53003692627,7.10872173309,2.57868480682,5.44556665222,0.590386247281
2021-11-21,5.52344274521,6.93762493134,1.41418218613,6.18903781176,0.342694788422
2021-11-22,2.89485740662,4.15897703171,1.26411962509,3.74633870423,0.293019833323
2021-11-23,2.1040430069,3.39029860497,1.28625559807,3.0067459017,0.285339436218
2021-11-24,0.77010256052,1.67015862465,0.900056064129,1.20022620484,0.175018918398
2021-11-25,2.11084747314,3.42369771004,1.31285023689,2.99726528823,0.334489166821
2021-11-26,2.01995253563,3.24477982521,1.22482728958,2.539179492,0.213608473785
2021-11-27,2.71267080307,3.39842867851,0.685757875443,3.17497889002,0.174356271956
2021-11-28,0.411286443472,1.16510283947,0.753816395998,0.864497166499,0.190449933338
2021-11-29,6.27179813385,6.90441703796,0.632618904114,6.70327106317,0.161467602051
2021-11-30,3.01235961914,4.18537902832,1.17301940918,3.79670203725,0.287578929996
2021-12-01,2.64217686653,3.55934548378,0.917168617249,3.30395031174,0.214487554336
2021-12-02,2.95244455338,3.51369380951,0.561249256134,3.30005158881,0.099062701319
2021-12-03,1.14671730995,1.90725958347,0.760542273521,1.6884156992,0.183487770067
