"date","minimum","local"
"2022-01-02",0.881009101868,"Vila nova de Famalicão"
"2022-01-01",0.000006220247087,"Cabeceiras de Basto"
"2021-12-31",0.000000367421336,"Cabeceiras de Basto"
"2021-12-30",0.00120274408255,"Esposende"
"2021-12-29",2.11307621002,"Terras de Bouro"
"2021-12-28",1.69354176521,"Vila nova de Famalicão"
"2021-12-27",0.11495244503,"Esposende"
"2021-12-26",25.456205368,"Terras de Bouro"
"2021-12-25",3.84441709518,"Terras de Bouro"
"2021-12-24",5.47107124329,"Celoirico de Basto"
