"date","maximum","local"
"2021-12-25",6.64767599106,"Vila nova de Famalicão"
"2021-12-24",26.7529506683,"Terras de Bouro"
"2021-12-23",18.0625743866,"Terras de Bouro"
"2021-12-22",3.35349225998,"Terras de Bouro"
"2021-12-21",10.3999919891,"Braga"
"2021-12-20",28.1999778748,"Braga"
"2021-12-19",0.00326297758147,"Celoirico de Basto"
"2021-12-18",0.0126221813262,"Vila Verde"
"2021-12-17",0.099999897182,"Braga"
